ref_date,date,geo,dguid,geo_uid,labour_force_characteristics,educational_attainment,gender,age_group,value,val_norm,uom,uom_id,scalar_factor,scalar_id,vector,coordinate,status,symbol,terminated,decimals,hierarchy_for_geo,classification_code_for_labour_force_characteristics,hierarchy_for_labour_force_characteristics,classification_code_for_educational_attainment,hierarchy_for_educational_attainment,classification_code_for_gender,hierarchy_for_gender,classification_code_for_age_group,hierarchy_for_age_group,total,percent
1992,1992-07-01,Canada,2021A000011124,11124,Population,High school graduate,Total - Gender,25 to 44 years,2270.1,2270100,Persons in thousands,428,thousands,3,v2582664,1.1.4.1.4,NA,NA,NA,1,1,NA,1,NA,1.4,NA,1,NA,4,9359.8,24.253723370157484
1992,1992-07-01,Canada,2021A000011124,11124,Population,University degree,Total - Gender,25 to 44 years,1574.6,1574600,Persons in thousands,428,thousands,3,v2582667,1.1.7.1.4,NA,NA,NA,1,1,NA,1,NA,1.7,NA,1,NA,4,9359.8,16.823009038654675
1992,1992-07-01,Canada,2021A000011124,11124,Labour force,0 to 8  years,Total - Gender,25 to 44 years,295.7,295700,Persons in thousands,428,thousands,3,v2582671,1.2.2.1.4,NA,NA,NA,1,1,NA,1.2,NA,1.2,NA,1,NA,4,7898.8,3.7436066237909555
1992,1992-07-01,Canada,2021A000011124,11124,Labour force,Some high school,Total - Gender,25 to 44 years,1115.8,1115800,Persons in thousands,428,thousands,3,v2582672,1.2.3.1.4,NA,NA,NA,1,1,NA,1.2,NA,1.3,NA,1,NA,4,7898.8,14.1261963842609
1992,1992-07-01,Canada,2021A000011124,11124,Labour force,High school graduate,Total - Gender,25 to 44 years,1903.8,1903800,Persons in thousands,428,thousands,3,v2582673,1.2.4.1.4,NA,NA,NA,1,1,NA,1.2,NA,1.4,NA,1,NA,4,7898.8,24.102395300551983
1992,1992-07-01,Canada,2021A000011124,11124,Labour force,University degree,Total - Gender,25 to 44 years,1438.5,1438500,Persons in thousands,428,thousands,3,v2582676,1.2.7.1.4,NA,NA,NA,1,1,NA,1.2,NA,1.7,NA,1,NA,4,7898.8,18.211627082594823
1992,1992-07-01,Canada,2021A000011124,11124,Employment,0 to 8  years,Total - Gender,25 to 44 years,235.4,235400,Persons in thousands,428,thousands,3,v2582680,1.3.2.1.4,NA,NA,NA,1,1,NA,1.2.3,NA,1.2,NA,1,NA,4,7056.1,3.3361205198339023
1992,1992-07-01,Canada,2021A000011124,11124,Employment,Some high school,Total - Gender,25 to 44 years,916.3,916300,Persons in thousands,428,thousands,3,v2582681,1.3.3.1.4,NA,NA,NA,1,1,NA,1.2.3,NA,1.3,NA,1,NA,4,7056.1,12.985927070194583
1992,1992-07-01,Canada,2021A000011124,11124,Employment,High school graduate,Total - Gender,25 to 44 years,1707.7,1707700,Persons in thousands,428,thousands,3,v2582682,1.3.4.1.4,NA,NA,NA,1,1,NA,1.2.3,NA,1.4,NA,1,NA,4,7056.1,24.201754510281884
1992,1992-07-01,Canada,2021A000011124,11124,Employment,University degree,Total - Gender,25 to 44 years,1356.5,1356500,Persons in thousands,428,thousands,3,v2582685,1.3.7.1.4,NA,NA,NA,1,1,NA,1.2.3,NA,1.7,NA,1,NA,4,7056.1,19.224500786553477
1992,1992-07-01,Canada,2021A000011124,11124,Full-time employment,0 to 8  years,Total - Gender,25 to 44 years,206.6,206600,Persons in thousands,428,thousands,3,v2582689,1.4.2.1.4,NA,NA,NA,1,1,NA,1.2.3.4,NA,1.2,NA,1,NA,4,6159.1,3.3543861927879073
